[2023-03-26 20:41:53,969][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 20:44:17,102][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 20:45:35,353][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 20:49:28,555][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 20:55:20,647][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 20:56:13,559][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 21:11:32,595][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 21:49:01,627][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 22:24:31,884][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 23:05:57,723][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 23:07:17,679][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 23:21:44,190][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 23:27:44,594][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 23:32:15,612][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 23:33:56,260][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 23:34:48,820][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 23:35:36,332][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 23:36:16,849][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-26 23:36:36,038][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-27 00:00:24,144][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-27 00:03:45,687][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-27 00:06:40,101][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-27 00:08:16,478][new_worker_lincls][INFO] - => creating model 'resnet18'
[2023-03-27 00:08:16,572][new_worker_lincls][INFO] - => loading checkpoint '/home/subhrangsu/contssl/continuous_ssl_problem/cifar10logs/checkpoints/cifar10_angle_calc_check/cifar10_angle_calc_check/checkpoint_0001.pth'
[2023-03-27 00:08:16,621][new_worker_lincls][INFO] - => loaded pre-trained model '/home/subhrangsu/contssl/continuous_ssl_problem/cifar10logs/checkpoints/cifar10_angle_calc_check/cifar10_angle_calc_check/checkpoint_0001.pth'
[2023-03-27 00:08:16,841][new_worker_lincls][INFO] - => no checkpoint found at '/home/subhrangsu/contssl/continuous_ssl_problem/cifar10logs/checkpoints/cifar10_angle_calc_check/cifar10_angle_calc_check/checkpoint_0001.pth.imnet.lincls'
[2023-03-27 00:08:19,258][new_worker_lincls][INFO] - Epoch: [0][  0/500]	Time  2.399 ( 2.399)	Data  2.371 ( 2.371)	Loss 4.6033e+00 (4.6033e+00)	Acc@1   1.00 (  1.00)	Acc@5   4.00 (  4.00)
[2023-03-27 00:08:19,643][new_worker_lincls][INFO] - Epoch: [0][ 10/500]	Time  0.032 ( 0.254)	Data  0.001 ( 0.225)	Loss 3.8988e+00 (4.1815e+00)	Acc@1   3.00 (  4.18)	Acc@5  23.00 ( 21.82)
[2023-03-27 00:08:19,949][new_worker_lincls][INFO] - Epoch: [0][ 20/500]	Time  0.035 ( 0.148)	Data  0.001 ( 0.118)	Loss 3.7198e+00 (3.9749e+00)	Acc@1   2.00 (  4.38)	Acc@5  17.00 ( 22.14)
[2023-03-27 00:08:20,267][new_worker_lincls][INFO] - Epoch: [0][ 30/500]	Time  0.035 ( 0.110)	Data  0.001 ( 0.080)	Loss 3.4042e+00 (3.8260e+00)	Acc@1   7.00 (  4.65)	Acc@5  27.00 ( 22.90)
[2023-03-27 00:08:20,601][new_worker_lincls][INFO] - Epoch: [0][ 40/500]	Time  0.030 ( 0.092)	Data  0.001 ( 0.061)	Loss 3.2236e+00 (3.7002e+00)	Acc@1  11.00 (  5.44)	Acc@5  44.00 ( 24.46)
[2023-03-27 00:08:20,928][new_worker_lincls][INFO] - Epoch: [0][ 50/500]	Time  0.029 ( 0.080)	Data  0.001 ( 0.049)	Loss 3.1530e+00 (3.6010e+00)	Acc@1   4.00 (  5.24)	Acc@5  34.00 ( 26.06)
[2023-03-27 00:08:21,246][new_worker_lincls][INFO] - Epoch: [0][ 60/500]	Time  0.033 ( 0.072)	Data  0.001 ( 0.041)	Loss 3.0844e+00 (3.5215e+00)	Acc@1   7.00 (  5.77)	Acc@5  39.00 ( 27.28)
[2023-03-27 00:08:21,575][new_worker_lincls][INFO] - Epoch: [0][ 70/500]	Time  0.032 ( 0.067)	Data  0.001 ( 0.036)	Loss 3.0747e+00 (3.4563e+00)	Acc@1   5.00 (  6.14)	Acc@5  29.00 ( 28.68)
[2023-03-27 00:08:21,881][new_worker_lincls][INFO] - Epoch: [0][ 80/500]	Time  0.030 ( 0.062)	Data  0.001 ( 0.031)	Loss 3.0170e+00 (3.4036e+00)	Acc@1  11.00 (  6.49)	Acc@5  38.00 ( 29.51)
[2023-03-27 00:08:22,179][new_worker_lincls][INFO] - Epoch: [0][ 90/500]	Time  0.027 ( 0.059)	Data  0.001 ( 0.028)	Loss 2.9808e+00 (3.3589e+00)	Acc@1  11.00 (  6.90)	Acc@5  39.00 ( 30.51)
[2023-03-27 00:08:22,487][new_worker_lincls][INFO] - Epoch: [0][100/500]	Time  0.027 ( 0.056)	Data  0.001 ( 0.025)	Loss 2.9592e+00 (3.3209e+00)	Acc@1  12.00 (  7.28)	Acc@5  45.00 ( 31.70)
[2023-03-27 00:08:22,786][new_worker_lincls][INFO] - Epoch: [0][110/500]	Time  0.030 ( 0.054)	Data  0.001 ( 0.023)	Loss 2.9144e+00 (3.2861e+00)	Acc@1  14.00 (  7.79)	Acc@5  41.00 ( 32.88)
